DATAFLOW,FREQ,INDICATOR,REF_AREA,UNIT,TIME_PERIOD,OBS_VALUE
UNSD:DF_UNData_UNFCC(1.0),A,EN_CLC_GHGE_XLULUCF,UKR,Gg_CO2,2003,440133.92160103
UNSD:DF_UNData_UNFCC(1.0),A,EN_CLC_GHGE_XLULUCF,UKR,Gg_CO2,2004,442916.365994247
UNSD:DF_UNData_UNFCC(1.0),A,EN_CLC_GHGE_XLULUCF,UKR,Gg_CO2,2005,442062.649725455
UNSD:DF_UNData_UNFCC(1.0),A,EN_CLC_GHGE_XLULUCF,UKR,Gg_CO2,2006,459698.394163368
UNSD:DF_UNData_UNFCC(1.0),A,EN_CLC_GHGE_XLULUCF,UKR,Gg_CO2,2007,463029.998321036
UNSD:DF_UNData_UNFCC(1.0),A,EN_CLC_GHGE_XLULUCF,UKR,Gg_CO2,2008,450790.659030654
UNSD:DF_UNData_UNFCC(1.0),A,EN_CLC_GHGE_XLULUCF,UKR,Gg_CO2,2009,390310.522921734
UNSD:DF_UNData_UNFCC(1.0),A,EN_CLC_GHGE_XLULUCF,UKR,Gg_CO2,2010,407123.68850817
UNSD:DF_UNData_UNFCC(1.0),A,EN_CLC_GHGE_XLULUCF,UKR,Gg_CO2,2011,428395.169998566
UNSD:DF_UNData_UNFCC(1.0),A,EN_CLC_GHGE_XLULUCF,UKR,Gg_CO2,2012,417435.213821668
UNSD:DF_UNData_UNFCC(1.0),A,EN_CLC_GHGE_XLULUCF,UKR,Gg_CO2,2013,409042.060451572
UNSD:DF_UNData_UNFCC(1.0),A,EN_CLC_GHGE_XLULUCF,UKR,Gg_CO2,2014,362608.938695163
UNSD:DF_UNData_UNFCC(1.0),A,EN_CLC_GHGE_XLULUCF,UKR,Gg_CO2,2015,319141.185292977
UNSD:DF_UNData_UNFCC(1.0),A,EN_CLC_GHGE_XLULUCF,UKR,Gg_CO2,2016,337456.510663332
UNSD:DF_UNData_UNFCC(1.0),A,EN_CLC_GHGE_XLULUCF,UKR,Gg_CO2,2017,323045.056155298
UNSD:DF_UNData_UNFCC(1.0),A,EN_CLC_GHGE_XLULUCF,UKR,Gg_CO2,2018,339797.892371654
UNSD:DF_UNData_UNFCC(1.0),A,EN_CLC_GHGE_XLULUCF,UKR,Gg_CO2,2019,332114.021495402
UNSD:DF_UNData_UNFCC(1.0),A,EN_CLC_GHGE_XLULUCF,USA,Gg_CO2,1990,6442650.62637219
UNSD:DF_UNData_UNFCC(1.0),A,EN_CLC_GHGE_XLULUCF,USA,Gg_CO2,1991,6373621.13494242
UNSD:DF_UNData_UNFCC(1.0),A,EN_CLC_GHGE_XLULUCF,USA,Gg_CO2,1992,6486343.83634698
UNSD:DF_UNData_UNFCC(1.0),A,EN_CLC_GHGE_XLULUCF,USA,Gg_CO2,1993,6604349.88949542
UNSD:DF_UNData_UNFCC(1.0),A,EN_CLC_GHGE_XLULUCF,USA,Gg_CO2,1994,6691822.82940406
UNSD:DF_UNData_UNFCC(1.0),A,EN_CLC_GHGE_XLULUCF,USA,Gg_CO2,1995,6775860.24466713
UNSD:DF_UNData_UNFCC(1.0),A,EN_CLC_GHGE_XLULUCF,USA,Gg_CO2,1996,6981165.37615633
UNSD:DF_UNData_UNFCC(1.0),A,EN_CLC_GHGE_XLULUCF,USA,Gg_CO2,1997,7036508.03992706
UNSD:DF_UNData_UNFCC(1.0),A,EN_CLC_GHGE_XLULUCF,USA,Gg_CO2,1998,7083269.26680469
UNSD:DF_UNData_UNFCC(1.0),A,EN_CLC_GHGE_XLULUCF,USA,Gg_CO2,1999,7125399.0288809
UNSD:DF_UNData_UNFCC(1.0),A,EN_CLC_GHGE_XLULUCF,USA,Gg_CO2,2000,7313616.49290178
UNSD:DF_UNData_UNFCC(1.0),A,EN_CLC_GHGE_XLULUCF,USA,Gg_CO2,2001,7202956.51353286
UNSD:DF_UNData_UNFCC(1.0),A,EN_CLC_GHGE_XLULUCF,USA,Gg_CO2,2002,7244301.8887553
UNSD:DF_UNData_UNFCC(1.0),A,EN_CLC_GHGE_XLULUCF,USA,Gg_CO2,2003,7301363.1804132
UNSD:DF_UNData_UNFCC(1.0),A,EN_CLC_GHGE_XLULUCF,USA,Gg_CO2,2004,7415471.10782934
UNSD:DF_UNData_UNFCC(1.0),A,EN_CLC_GHGE_XLULUCF,USA,Gg_CO2,2005,7423031.03062713
UNSD:DF_UNData_UNFCC(1.0),A,EN_CLC_GHGE_XLULUCF,USA,Gg_CO2,2006,7344462.84753025
UNSD:DF_UNData_UNFCC(1.0),A,EN_CLC_GHGE_XLULUCF,USA,Gg_CO2,2007,7449616.02492602
UNSD:DF_UNData_UNFCC(1.0),A,EN_CLC_GHGE_XLULUCF,USA,Gg_CO2,2008,7224648.98009879
UNSD:DF_UNData_UNFCC(1.0),A,EN_CLC_GHGE_XLULUCF,USA,Gg_CO2,2009,6772000.07130494
UNSD:DF_UNData_UNFCC(1.0),A,EN_CLC_GHGE_XLULUCF,USA,Gg_CO2,2010,6991106.34255402
UNSD:DF_UNData_UNFCC(1.0),A,EN_CLC_GHGE_XLULUCF,USA,Gg_CO2,2011,6827402.42058838
UNSD:DF_UNData_UNFCC(1.0),A,EN_CLC_GHGE_XLULUCF,USA,Gg_CO2,2012,6585907.76574669
UNSD:DF_UNData_UNFCC(1.0),A,EN_CLC_GHGE_XLULUCF,USA,Gg_CO2,2013,6764669.10979369
UNSD:DF_UNData_UNFCC(1.0),A,EN_CLC_GHGE_XLULUCF,USA,Gg_CO2,2014,6824956.70900332
UNSD:DF_UNData_UNFCC(1.0),A,EN_CLC_GHGE_XLULUCF,USA,Gg_CO2,2015,6671112.06490354
UNSD:DF_UNData_UNFCC(1.0),A,EN_CLC_GHGE_XLULUCF,USA,Gg_CO2,2016,6520337.83908879
UNSD:DF_UNData_UNFCC(1.0),A,EN_CLC_GHGE_XLULUCF,USA,Gg_CO2,2017,6483291.33079663
UNSD:DF_UNData_UNFCC(1.0),A,EN_CLC_GHGE_XLULUCF,USA,Gg_CO2,2018,6671449.4007746
UNSD:DF_UNData_UNFCC(1.0),A,EN_CLC_GHGE_XLULUCF,USA,Gg_CO2,2019,6558345.17946513
